Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Filename,Channel_Number
8,4,10,6,0.936,0.78,1.084,0.304,3.769247926086592e-14,4.814202363297256,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,12,6,0.076,0.0,0.206,0.264,3.95483869028425e-14,4.963300298640409,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.59,1.422,1.734,0.312,3.94988174586677e-14,4.957079361293946,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,3.108,2.98,3.242,0.262,5.316061737180649e-14,6.6716275615891565,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.446,0.322,0.594,0.272,3.495823262511357e-14,4.387238520105009,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,5,14,9,2.866,2.756,3.034,0.278,3.428404366472471e-14,4.3026281850069275,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,15,8,1.95,1.846,2.07,0.224,4.591046101166382e-14,5.618668707177789,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,7,15,8,1.916,1.82,2.016,0.196,4.4441699874962014e-14,5.154762035030055,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,5,10,5,0.902,0.778,1.024,0.246,3.456516755426891e-14,4.414772246098842,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,5,11,6,1.928,1.778,2.242,0.464,3.917007522815515e-14,4.915822396379371,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,2.076,1.892,2.236,0.344,4.023348761000751e-14,4.923902588509032,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,13,6,2.534,2.432,2.66,0.228,4.108223836589087e-14,5.027775414161202,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.794,2.666,2.908,0.242,5.826655252719499e-14,6.424419776958931,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,0.286,0.184,0.388,0.204,4.413468845126736e-14,5.1191519923081445,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,0.262,0.166,0.392,0.226,4.393071721203668e-14,4.843762952017325,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,13,6,0.908,0.798,1.018,0.22,6.1991700233455e-14,7.58674207427299,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,15,7,0.958,0.846,1.064,0.218,6.440591437819493e-14,7.470397469093195,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,0.996,0.908,1.092,0.184,6.998053571221509e-14,7.715993449619299,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,5,10,5,2.03,1.918,2.142,0.224,3.3788259346507757e-14,4.315543078816337,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,2.686,2.528,2.914,0.386,4.902733804498192e-14,6.261926286376715,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,17,10,0.15,0.01,0.286,0.276,3.752664039426441e-14,4.709572249644316,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.692,1.564,1.842,0.278,5.3341295503360055e-14,6.694302565414234,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,2.79,2.65,2.906,0.256,4.322274488466425e-14,5.424430157445772,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,19,10,0.97,0.858,1.064,0.206,6.339778468466845e-14,6.990185004569647,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.326,0.148,0.466,0.318,3.2075807700251755e-14,4.025495814251513,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,46,38,2.47,2.34,2.574,0.234,3.965117558974274e-14,4.852637385459907,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,13,5,0.432,0.344,0.546,0.202,3.7013505855463483e-14,4.29317094764411,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,15,7,1.71,1.508,1.828,0.32,3.7417156318543744e-14,4.339990085714044,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,18,12,0.876,0.626,1.074,0.448,3.134822270524877e-14,4.003893901175826,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,1.79,1.654,1.926,0.272,3.843861381812801e-14,4.70424020687438,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,2.98,2.792,3.126,0.334,8.869348710476743e-14,10.28749623368167,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,19,9,1.046,0.888,1.16,0.272,6.173372852249161e-14,6.806707608798383,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.208,2.052,2.36,0.308,3.518013209631956e-14,4.415086778857269,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.824,2.652,2.984,0.332,7.047975966230157e-14,8.845170171905625,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,1.864,1.658,2.256,0.598,5.2033478665212056e-14,6.0353272068491215,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,2.146,1.632,2.276,0.644,4.148953368774695e-14,4.812342320532835,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,16,6,1.664,1.31,2.01,0.7,3.833500953015031e-14,4.226785054091872,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,1.69,1.574,1.852,0.278,5.518635637912656e-14,6.753882379263925,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,13,4,1.738,1.602,1.848,0.246,5.918627688201924e-14,6.864975325529683,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.852,2.748,3.128,0.38,4.6508893713644387e-14,5.12803046720434,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.988,2.742,3.136,0.394,4.2660383640387165e-14,4.70369706915544,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,9,13,4,3.096,2.946,3.25,0.304,5.258179307780837e-14,6.435127611951476,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,18,9,0.772,0.674,0.904,0.23,5.964391889175253e-14,6.918056905758279,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,15,6,2.694,2.518,2.818,0.3,6.091683123168629e-14,7.065701127790131,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,3.154,2.984,3.25,0.344,5.846464290094685e-14,6.781273499107978,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,16,7,0.736,0.472,0.83,0.358,6.38998917598713e-14,7.045546897185116,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,1.176,1.028,1.338,0.31,3.359047459400208e-14,4.290281386255678,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,1.478,1.37,1.62,0.25,5.269838392207252e-14,6.449396371484167,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,60,6,1.818,1.35,1.984,0.634,4.011921991906437e-14,4.909918143892356,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,2.708,2.55,3.056,0.506,5.992545013365073e-14,7.333867794181929,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,1.342,1.22,1.472,0.252,4.930364001825956e-14,5.436176781894446,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.868,0.702,1.084,0.382,6.757750881612329e-14,8.480939324084858,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,14,6,0.774,0.656,0.928,0.272,7.113635629597116e-14,8.705894261468618,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,1.41,1.294,1.54,0.246,8.185189131565722e-14,10.017295627716756,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,23,15,0.732,0.634,0.828,0.194,7.487975395092884e-14,8.685250877995802,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,29,20,2.944,2.77,3.054,0.284,7.151523165183082e-14,8.295002263244376,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,0.118,0.026,0.206,0.18,7.485437436239993e-14,8.253378691338211,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,18,9,2.972,2.856,3.06,0.204,7.02873150241916e-14,7.749818671698535,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,13,7,0.284,0.148,0.402,0.254,4.376905080811851e-14,5.590321251658653,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,6,13,7,0.292,0.202,0.404,0.202,4.436952625624155e-14,5.430084195079464,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,6,19,13,2.614,2.506,2.738,0.232,4.821483485045007e-14,5.900685330237575,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,0.672,0.536,0.826,0.29,3.353973829879741e-14,4.283801186569455,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,11,5,2.518,2.4,2.642,0.242,7.290100090509177e-14,9.311145823416592,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,12,6,2.548,2.414,2.68,0.266,7.498693815062678e-14,9.410818535569284,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,15,5,1.258,1.142,1.47,0.328,6.094422642212395e-14,6.719657788832026,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,9,3,0.732,0.392,1.038,0.646,3.8563881097083285e-14,4.9255005549143505,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,7,15,8,1.018,0.918,1.13,0.212,3.659480253158858e-14,4.034911332845977,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,4,10,6,2.11,1.996,2.27,0.274,3.3250788730807123e-14,4.2468956361686665,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.422,0.25,0.58,0.33,5.620901813030363e-14,7.054200141153382,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,8,11,3,2.4,2.038,2.582,0.544,4.366222816872888e-14,5.479585062256533,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,0.282,0.16,0.616,0.456,4.4553411556009766e-14,5.452588664796185,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,0.234,0.122,0.328,0.206,4.8014562662587644e-14,5.569175918968827,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,2.472,2.274,2.672,0.398,3.794619241568681e-14,4.846607407844339,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,0.116,0.0,0.62,0.62,3.4286345306992756e-14,4.196072337651978,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,0.442,0.28,0.572,0.292,6.670599043189389e-14,8.163691950855457,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,6,12,6,1.216,1.11,1.372,0.262,3.3830805682792605e-14,4.140321944931621,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,16,7,1.724,1.626,1.85,0.224,6.666114743103609e-14,7.731980391295504,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,7,13,6,0.206,0.114,0.302,0.188,4.068470541455721e-14,4.603379160132321,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,25,16,0.902,0.772,1.018,0.246,3.787831990761898e-14,4.285843210779855,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,26,17,0.884,0.788,0.986,0.198,3.810361691754438e-14,4.075064032814583,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,6,11,5,3.128,3.014,3.246,0.232,3.9928165701310026e-14,5.023070309540175,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,0.4,0.28,0.582,0.302,4.7348170949346695e-14,5.746916860895955,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,6,12,6,3.078,2.916,3.224,0.308,3.835828911641174e-14,4.655763761477888,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,17,8,0.874,0.778,1.034,0.256,5.94443608504845e-14,6.357390621989071,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,1.396,1.184,1.52,0.336,5.159210181450843e-14,6.262026892739989,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,0.136,0.0,0.324,0.38,5.6074982931304263e-14,7.054383213526013,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,0.55,0.372,0.676,0.304,3.6963884442803235e-14,4.650155778727073,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,2.212,2.022,2.336,0.314,5.3029540203278345e-14,6.436496967238926,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,7,50,43,2.408,2.302,2.56,0.258,1.3931559403118737e-13,16.909526181699604,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,1.656,1.506,1.8,0.294,4.97509404646462e-14,6.375580100065641,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,8,13,5,0.538,0.428,0.64,0.212,4.6784896519952876e-14,5.293601500966949,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,8,14,6,2.454,2.344,2.56,0.216,3.8146220261646854e-14,4.316155508587048,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,1.394,1.282,1.532,0.25,5.852804686430832e-14,7.362985234000805,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,15,6,2.514,2.438,2.604,0.166,4.922423264905713e-14,5.264379506154172,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,12,6,0.122,0.0,0.256,0.272,3.6262422178738716e-14,4.647027273529343,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,6,12,6,0.084,0.0,0.194,0.224,3.5524782336396386e-14,4.469112874899117,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,2.42,2.284,2.56,0.276,4.938393102212003e-14,6.212630941807888,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,9,3,1.788,1.612,2.076,0.464,7.002114748573024e-14,8.97320593991625,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,5,16,11,1.786,1.698,1.898,0.2,4.210460056516313e-14,4.50295686497203,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,5,11,6,1.494,1.354,1.76,0.406,4.403960554976359e-14,5.643672865990109,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,5,11,6,1.424,1.264,1.528,0.264,3.976842980628164e-14,5.002975105626048,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,1.898,1.702,2.072,0.37,4.472918638639448e-14,5.429035805694096,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,2.774,2.648,2.97,0.322,4.894229766688995e-14,6.271952573002112,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,5,13,8,2.672,2.554,2.766,0.212,4.2132694680640726e-14,5.113884836527068,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,5,9,4,1.738,1.588,2.02,0.432,3.855052541754499e-14,4.940247569266174,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,0.574,0.42,0.702,0.282,4.018023858377104e-14,4.876904132979653,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,13,5,2.022,1.912,2.184,0.272,6.292740344271597e-14,7.63785693526006,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,13,4,0.534,0.346,0.698,0.352,3.869353122234706e-14,4.378082462338514,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,14,7,2.314,2.204,2.436,0.232,3.300310736927202e-14,4.151879402356762,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,16,7,1.698,1.606,1.8,0.194,6.687449152992584e-14,7.152020128065232,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,6,13,7,2.61,2.498,2.99,0.492,4.912814756861201e-14,5.962962749050744,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,6,12,6,2.892,2.49,2.998,0.508,4.388722982992336e-14,5.326842748739431,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,8,14,6,2.632,2.53,2.758,0.228,4.938200563661692e-14,5.587458316751172,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,0.558,0.272,0.708,0.436,3.872536559826263e-14,4.871754831360545,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,1.044,0.858,1.294,0.436,5.689583284601766e-14,7.157648333843078,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,0.5,0.312,0.63,0.318,4.1844270847636403e-14,5.078877195138976,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,10,15,5,2.644,2.532,2.744,0.212,8.312684489440343e-14,8.89015907659327,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,0.308,0.154,0.434,0.28,4.273709705234766e-14,5.476756478506087,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,13,5,0.72,0.592,0.842,0.25,7.138660157477019e-14,8.66459793496562,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,15,6,2.776,2.692,2.856,0.164,6.622373692681481e-14,7.082423935056445,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,7,11,4,1.146,0.68,1.288,0.608,6.143580411361505e-14,7.872994690756354,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,15,8,0.848,0.72,0.986,0.266,1.4764568953268108e-13,18.57422364380902,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,0.152,0.036,0.992,0.956,5.821912039451105e-14,7.066385837368099,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,4,13,9,1.22,1.134,1.334,0.2,5.35193363051777e-14,6.4959463064629865,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,4,13,9,1.244,1.136,1.376,0.24,5.358639978000259e-14,6.06317567007675,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,15,6,0.57,0.468,0.66,0.192,7.133521991441809e-14,7.6290812385402775,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,9,3,1.2,1.008,1.378,0.37,4.6310417521965735e-14,5.934677286926652,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,7,27,20,3.084,2.986,3.184,0.198,3.5000476064466513e-14,4.248206889542864,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,7,15,8,2.018,1.776,2.112,0.336,3.54772831172783e-14,4.306079673987475,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,16,7,1.692,1.602,1.808,0.206,6.849961557898943e-14,7.3258221210763415,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,15,6,0.566,0.474,0.654,0.18,7.663294521356897e-14,8.195656581480003,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,1.064,0.904,1.24,0.336,4.2390343725726655e-14,5.145157166834866,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,13,4,1.168,0.936,1.336,0.4,4.032804546949001e-14,4.5630239224171465,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,19,10,1.262,1.098,1.344,0.246,4.063399896399497e-14,4.345680570060494,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,14,7,1.058,0.88,1.186,0.306,6.424337048672345e-14,8.081988270902777,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,12,4,2.88,2.638,2.988,0.35,4.386609542733266e-14,5.324277546068279,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,2.586,2.43,2.692,0.262,6.321774699942946e-14,7.952962086070436,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,5,14,9,0.096,0.0,0.2,0.212,1.9597620947292911e-13,23.786747406976527,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,1.388,1.256,1.846,0.59,3.9880335505613536e-14,5.110662653989671,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,4,11,7,1.298,1.102,1.468,0.366,3.494038389192565e-14,4.39559398356507,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,43,35,1.184,1.058,1.32,0.262,3.399947851757513e-14,4.126710122833548,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,15,6,0.688,0.594,0.778,0.184,5.388720284745959e-14,5.763069753400672,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,2.072,1.932,2.2,0.268,4.03353747199486e-14,5.168975902595006,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,2.168,1.986,2.444,0.458,3.9693756388021776e-14,4.99358098937791,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,11,3,2.266,2.116,2.462,0.346,3.7147892329104464e-14,4.508851017735535,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,21,12,1.358,1.118,1.49,0.372,5.251646595576203e-14,5.942115162963741,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,19,10,1.4,1.314,1.514,0.2,5.2250140732511723e-14,5.587991021149515,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,8,14,6,0.078,0.0,0.178,0.204,5.624383116836837e-14,6.363857809667896,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,8,13,5,0.414,0.294,0.528,0.234,5.2236766441163363e-14,5.91046781776404,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,18,9,2.624,2.544,2.728,0.184,3.8139574405002454e-14,4.078909574936421,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,5,10,5,1.06,0.856,1.214,0.358,3.554110146637214e-14,4.554590066582521,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,1.578,1.454,1.74,0.286,7.240765073075337e-14,9.109076617493328,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,1.486,1.35,1.648,0.298,3.3611157294462453e-14,4.228373713384979,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,10,16,6,0.552,0.428,0.666,0.238,8.061363037824714e-14,8.62137855363928,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,7,12,5,0.36,0.122,0.996,0.874,3.144207738122795e-14,4.029300370692128,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,7,12,5,0.368,0.122,0.996,0.874,3.144030700210428e-14,4.029073496711354,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,0.3,0.184,1.052,0.868,3.5017239576851366e-14,4.405262634811352,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,0.616,0.188,1.048,0.86,3.682395983763412e-14,4.6325528881996965,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,13,4,1.068,0.908,1.21,0.302,5.3195055782530533e-14,6.018896013039805,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,13,4,2.956,2.83,3.198,0.368,3.656845501068256e-14,4.137635064556226,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,10,15,5,0.244,0.112,0.366,0.254,4.952671571615879e-14,5.296729135060762,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,0.968,0.808,1.186,0.378,4.526069848605169e-14,5.800155854094854,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,17,11,1.456,0.796,1.612,0.816,3.966905519273483e-14,5.0835870942968375,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,5,10,5,2.356,2.21,2.496,0.286,3.353586830099492e-14,4.29761955415059,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,6,14,8,2.424,2.316,2.578,0.262,4.2805338355288307e-14,4.577898605310026,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,9,16,7,3.186,3.088,3.25,0.2,4.7317029894360934e-14,5.060410067615941,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,10,4,1.79,1.628,1.986,0.358,5.110684364038515e-14,6.549339012442385,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,0.112,0.0,0.238,0.256,4.806772317686456e-14,6.047048465564316,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,9,13,4,0.774,0.64,0.982,0.342,9.04455668216857e-14,10.233704120279288,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
12,10,14,4,1.596,1.434,1.72,0.286,1.0211896715877802e-13,10.921307839028332,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
8,6,18,12,0.31,0.146,0.504,0.358,4.1850286685594865e-14,5.363111782064242,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,1.84,1.73,1.964,0.234,3.291882031066038e-14,4.141275864374132,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,12,5,2.792,2.642,2.936,0.294,6.699562502299068e-14,8.42822927152474,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,7,12,5,1.432,1.322,1.556,0.234,5.1873616583954256e-14,6.296195941779923,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,6,13,7,2.236,2.132,2.332,0.2,4.765509593027473e-14,5.39206252679514,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,7,13,6,0.668,0.558,0.766,0.208,3.650952569839631e-14,4.431368828246637,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
11,7,14,7,1.214,1.126,1.312,0.186,4.854017391991566e-14,5.49220702903718,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
9,7,11,4,3.02,2.83,3.162,0.332,5.803804188892874e-14,7.301341294187275,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
10,8,13,5,1.704,1.596,1.806,0.21,6.124749244012778e-14,7.433956580251481,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,43
